artifact_id,generated_at,strategy_family,strategy_name,policy_version,data_signature,composite_score,total_return,mdd_pct,n_trades,best_params_json
11504130952,2026-04-13T09:52:39+08:00,0313plus,0313_DailyMap_Formal_IND_V5,legacy-01,legacy-01|bundled-data|M1+D1,14.524387210085026,106.13519999999998,13.3137,302,"""{""DonLen"":274,""ATRLen"":2,""EMAWarmBars"":1,""EntryBufferPts"":84,""DonBufferPts"":117,""MinATRD"":127,""ATRStopK"":0.57,""ATRTakeProfitK"":0.81,""MaxEntriesPerDay"":10,""TimeStopBars"":60,""MinRunPctAnchor"":0.22,""TrailStartPctAnchor"":0.71,""TrailGivePctAnchor"":0.02,""UseAnchorExit"":1,""AnchorBackPct"":0.82}"""
